Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2011,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.1116000977E9,M,2.93925243342E9,
2012,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.9235999756E9,M,2.47141984022E9,
2013,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.969E9,M,2.61506484537E9,
2014,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.2058999023E9,M,2.93054051703E9,
2015,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.0341E9,M,2.25686123094E9,
2016,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.7293E9,M,1.91416847738E9,
2017,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.7496E9,M,1.97648908842E9,
2018,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.0867E9,M,2.46429680682E9,
2019,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.411E9,M,2.69905381987E9,
2020,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.7352E9,M,1.98193958694E9,
2022,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.93349E9,M,2.03605848209E9,
2010,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.4910999756E9,M,1.97677606339E9,
2011,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.7041999512E9,M,2.37216973945E9,
2012,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.857E9,M,2.38585293279E9,
2014,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.9855999756E9,M,2.63787181505E9,
2015,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.0771E9,M,2.30457030765E9,
2016,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.1831E9,M,2.41648135255E9,
2017,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.2329E9,M,2.52246369772E9,
2018,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.4808E9,M,2.92971079616E9,
2019,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.8126E9,M,3.14863491239E9,
2021,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,3.26344E9,M,3.85980267157E9,
2022,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,3.99622E9,M,4.2082129348E9,
2023,France,250,Value added,20,18,Value added at factor values,15,Leather and related products,15,5.12362E9,M,5.54000692012E9,
2010,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.0865E9,M,4.091824438E9,
2011,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.1951999512E9,M,4.44757472878E9,
2012,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.0465E9,M,3.91410929442E9,
2013,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.9236000977E9,M,3.88288666197E9,
2014,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.0126999512E9,M,4.00237529519E9,
2015,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.873E9,M,3.1876320321E9,
2016,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.9323E9,M,3.24577356515E9,
2017,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.3638E9,M,3.80001943051E9,
2018,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.2192E9,M,3.80172726339E9,
2019,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.3229E9,M,3.71990291914E9,
2020,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,3.213E9,M,3.66987776212E9,
2021,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,4.23808E9,M,5.01254887675E9,
2022,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,4.93169E9,M,5.19330808825E9,
2023,France,250,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,4.40242E9,M,4.76019635829E9,
2010,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.0966000977E9,M,5.43093095495E9,
2011,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.0261999512E9,M,5.60428938077E9,
2012,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.1007998047E9,M,5.26866194982E9,
2013,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,3.9391999512E9,M,5.23172336784E9,
2014,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.037E9,M,5.36315906941E9,
2015,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.1014E9,M,4.55055830715E9,
2016,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.2659E9,M,4.72194026927E9,
2017,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.7942E9,M,5.4159144877E9,
2018,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.9736E9,M,5.87359304087E9,
2019,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.9251E9,M,5.51352549492E9,
2020,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.9068E9,M,5.6045304087E9,
2021,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.98826E9,M,5.89981714832E9,
2022,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,6.15873E9,M,6.48544055331E9,
2023,France,250,Value added,20,18,Value added at factor values,17,Paper and paper products,17,5.81395E9,M,6.28643873535E9,
2010,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.7941000977E9,M,5.02990166855E9,
2011,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.724E9,M,5.18364063061E9,
2012,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.4081000977E9,M,4.37868907557E9,
2013,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.2123000488E9,M,4.26631433744E9,
2014,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.1663999023E9,M,4.2065658542E9,
2015,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.098E9,M,3.43727254975E9,
2016,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.1026E9,M,3.43427925629E9,
2017,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.1292E9,M,3.53499637373E9,
2018,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,3.5215E9,M,4.15872967135E9,
2019,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,2.9772E9,M,3.33290046973E9,
2020,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,2.3738E9,M,2.71134635285E9,
2021,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,2.49949E9,M,2.95624806326E9,
2022,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,2.65694E9,M,2.79788632132E9,
2023,France,250,Value added,20,18,Value added at factor values,18,Printing and reproduction of recorded media,18,2.62438E9,M,2.83765840578E9,
2010,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,2.9568000488E9,M,3.91987905328E9,
2012,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,1.3864000244E9,M,1.78123132161E9,
2013,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,5.3459997559E8,M,7.1001198705E8,
2014,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,-2.642999878E8,M,-3.5112283295E8,
2015,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,2.1038E9,M,2.33419431574E9,
2016,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,3.0251E9,M,3.34849422362E9,
2019,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,2.3462E9,M,2.62651185076E9,
2020,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,1.153E8,M,1.3169527108E8,
2021,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,2.84129E9,M,3.36050876766E9,
2022,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,3.46388E9,M,3.6476331685E9,
2023,France,250,Value added,20,18,Value added at factor values,19,Coke and refined petroleum products,19,2.97415E9,M,3.21585355305E9,
2010,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.5200599609E10,M,2.015168798066E10,
2011,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.5253400391E10,M,2.123204780391E10,
2012,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.41995E10,M,1.824335956872E10,
2013,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.43195E10,M,1.901798936177E10,
2014,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.5550900391E10,M,2.065938877124E10,
2015,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.68026E10,M,1.864271005308E10,
2016,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.72293E10,M,1.907117501143E10,
2017,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,1.90317E10,M,2.149974130315E10,
2018,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,2.10292E10,M,2.483451881437E10,
2019,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,2.49441E10,M,2.792429215606E10,
2020,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,2.27394E10,M,2.597286597693E10,
2021,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,2.647943E10,M,3.131829439357E10,
2022,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,2.806161E10,M,2.955023251308E10,
2023,France,250,Value added,20,18,Value added at factor values,20,Chemicals and chemical products,20,2.701724E10,M,2.921288006574E10,
2010,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,9.4254003906E9,M,1.249541022393E10,
2011,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,9.2855996094E9,M,1.292513732945E10,
2012,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,9.4252001953E9,M,1.210939231452E10,
2013,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,9.5184003906E9,M,1.264156132334E10,
2014,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,9.4385996094E9,M,1.253919026448E10,
2015,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.01073E10,M,1.121418490707E10,
2016,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.12601E10,M,1.246384575962E10,
2017,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.23209E10,M,1.391868107537E10,
2018,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.21802E10,M,1.438425646543E10,
2019,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.26107E10,M,1.411736126348E10,
2020,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.28085E10,M,1.46298254952E10,
2021,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.326652E10,M,1.569085055601E10,
2022,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.702403E10,M,1.792712694709E10,
2023,France,250,Value added,20,18,Value added at factor values,21,"Pharmaceuticals,medicinal chemicals, etc.",21,1.68066E10,M,1.817244063838E10,
2010,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,1.0878900391E10,M,1.442233937418E10,
2011,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,1.1217E10,M,1.561355986938E10,
2012,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,1.0100599609E10,M,1.297713796448E10,
2013,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,9.9479003906E9,M,1.321198811414E10,
2014,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,9.7509003906E9,M,1.295408220579E10,
2015,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,9.6193E9,M,1.067274236211E10,
2016,France,250,Value added,20,18,Value added at factor values,22,Rubber and plastics products,22,9.8088E9,M,1.085739649621E10,
